"species"	"contigs"	"genome_size"	"sp"	"sp_ID"
"GCF_003185425.1_ASM318542v1_genomic.fna"	"Staphylococcus_pseudintermedius"	939	2668948	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185425.1_ASM318542v1_genomic.fna"
"GCF_003185465.1_ASM318546v1_genomic.fna"	"Staphylococcus_pseudintermedius"	274	2597278	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185465.1_ASM318546v1_genomic.fna"
"GCF_003185535.1_ASM318553v1_genomic.fna"	"Staphylococcus_pseudintermedius"	415	2707824	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185535.1_ASM318553v1_genomic.fna"
"GCF_003185605.1_ASM318560v1_genomic.fna"	"Staphylococcus_pseudintermedius"	473	2712502	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185605.1_ASM318560v1_genomic.fna"
"GCF_003185385.1_ASM318538v1_genomic.fna"	"Staphylococcus_pseudintermedius"	230	2684610	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185385.1_ASM318538v1_genomic.fna"
"GCF_003185445.1_ASM318544v1_genomic.fna"	"Staphylococcus_pseudintermedius"	283	2617358	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185445.1_ASM318544v1_genomic.fna"
"GCF_003185555.1_ASM318555v1_genomic.fna"	"Staphylococcus_pseudintermedius"	463	2681612	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185555.1_ASM318555v1_genomic.fna"
"GCF_003185485.1_ASM318548v1_genomic.fna"	"Staphylococcus_pseudintermedius"	621	2606752	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185485.1_ASM318548v1_genomic.fna"
"GCF_003185615.1_ASM318561v1_genomic.fna"	"Staphylococcus_pseudintermedius"	291	2602473	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185615.1_ASM318561v1_genomic.fna"
"GCF_003185635.1_ASM318563v1_genomic.fna"	"Staphylococcus_pseudintermedius"	347	2617379	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185635.1_ASM318563v1_genomic.fna"
"GCF_003383685.1_ASM338368v1_genomic.fna"	"Staphylococcus_pseudintermedius"	86	2614994	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383685.1_ASM338368v1_genomic.fna"
"GCF_003337115.1_ASM333711v1_genomic.fna"	"Staphylococcus_pseudintermedius"	31	2530792	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003337115.1_ASM333711v1_genomic.fna"
"GCF_003383805.1_ASM338380v1_genomic.fna"	"Staphylococcus_pseudintermedius"	344	2702776	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383805.1_ASM338380v1_genomic.fna"
"GCF_003383875.1_ASM338387v1_genomic.fna"	"Staphylococcus_pseudintermedius"	467	2745362	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383875.1_ASM338387v1_genomic.fna"
"GCF_003185785.1_ASM318578v1_genomic.fna"	"Staphylococcus_pseudintermedius"	742	2840347	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185785.1_ASM318578v1_genomic.fna"
"GCF_001940385.1_ASM194038v1_genomic.fna"	"Staphylococcus_pseudintermedius"	49	2757000	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_001940385.1_ASM194038v1_genomic.fna"
"GCF_003383735.1_ASM338373v1_genomic.fna"	"Staphylococcus_pseudintermedius"	562	2832172	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383735.1_ASM338373v1_genomic.fna"
"GCF_003383815.1_ASM338381v1_genomic.fna"	"Staphylococcus_pseudintermedius"	365	2667465	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383815.1_ASM338381v1_genomic.fna"
"GCF_003383905.1_ASM338390v1_genomic.fna"	"Staphylococcus_pseudintermedius"	440	2793567	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383905.1_ASM338390v1_genomic.fna"
"GCF_003185815.1_ASM318581v1_genomic.fna"	"Staphylococcus_pseudintermedius"	909	2548096	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185815.1_ASM318581v1_genomic.fna"
"GCF_003383655.1_ASM338365v1_genomic.fna"	"Staphylococcus_pseudintermedius"	75	2614527	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383655.1_ASM338365v1_genomic.fna"
"GCF_003383845.1_ASM338384v1_genomic.fna"	"Staphylococcus_pseudintermedius"	338	2628021	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383845.1_ASM338384v1_genomic.fna"
"GCF_003383745.1_ASM338374v1_genomic.fna"	"Staphylococcus_pseudintermedius"	277	2719479	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383745.1_ASM338374v1_genomic.fna"
"GCF_003383915.1_ASM338391v1_genomic.fna"	"Staphylococcus_pseudintermedius"	560	2717439	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383915.1_ASM338391v1_genomic.fna"
"GCF_003383925.1_ASM338392v1_genomic.fna"	"Staphylococcus_pseudintermedius"	84	2671256	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383925.1_ASM338392v1_genomic.fna"
"GCF_003383995.1_ASM338399v1_genomic.fna"	"Staphylococcus_pseudintermedius"	270	2758716	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383995.1_ASM338399v1_genomic.fna"
"GCF_003383975.1_ASM338397v1_genomic.fna"	"Staphylococcus_pseudintermedius"	452	2812003	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383975.1_ASM338397v1_genomic.fna"
"GCF_003627735.1_ASM362773v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2717621	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003627735.1_ASM362773v1_genomic.fna"
"GCF_003383985.1_ASM338398v1_genomic.fna"	"Staphylococcus_pseudintermedius"	387	2657383	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383985.1_ASM338398v1_genomic.fna"
"GCF_004001305.1_ASM400130v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2509706	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004001305.1_ASM400130v1_genomic.fna"
"GCF_004166645.1_ASM416664v1_genomic.fna"	"Staphylococcus_pseudintermedius"	72	2786052	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166645.1_ASM416664v1_genomic.fna"
"GCF_004166385.1_ASM416638v1_genomic.fna"	"Staphylococcus_pseudintermedius"	85	2752924	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166385.1_ASM416638v1_genomic.fna"
"GCF_004166465.1_ASM416646v1_genomic.fna"	"Staphylococcus_pseudintermedius"	78	2640373	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166465.1_ASM416646v1_genomic.fna"
"GCF_004166335.1_ASM416633v1_genomic.fna"	"Staphylococcus_pseudintermedius"	77	2630895	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166335.1_ASM416633v1_genomic.fna"
"GCF_004166555.1_ASM416655v1_genomic.fna"	"Staphylococcus_pseudintermedius"	78	2771319	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166555.1_ASM416655v1_genomic.fna"
"GCF_004166435.1_ASM416643v1_genomic.fna"	"Staphylococcus_pseudintermedius"	81	2643633	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166435.1_ASM416643v1_genomic.fna"
"GCF_004166495.1_ASM416649v1_genomic.fna"	"Staphylococcus_pseudintermedius"	78	2625069	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166495.1_ASM416649v1_genomic.fna"
"GCF_901542585.1_41004_G01_genomic.fna"	"Staphylococcus_pseudintermedius"	5	2713951	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_901542585.1_41004_G01_genomic.fna"
"GCF_004166685.1_ASM416668v1_genomic.fna"	"Staphylococcus_pseudintermedius"	80	2764100	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166685.1_ASM416668v1_genomic.fna"
"GCF_004166375.1_ASM416637v1_genomic.fna"	"Staphylococcus_pseudintermedius"	79	2762890	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166375.1_ASM416637v1_genomic.fna"
"GCF_004166595.1_ASM416659v1_genomic.fna"	"Staphylococcus_pseudintermedius"	121	2657852	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166595.1_ASM416659v1_genomic.fna"
"GCF_004166455.1_ASM416645v1_genomic.fna"	"Staphylococcus_pseudintermedius"	99	2649658	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166455.1_ASM416645v1_genomic.fna"
"GCF_004166575.1_ASM416657v1_genomic.fna"	"Staphylococcus_pseudintermedius"	79	2684582	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166575.1_ASM416657v1_genomic.fna"
"GCF_004166445.1_ASM416644v1_genomic.fna"	"Staphylococcus_pseudintermedius"	73	2763802	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166445.1_ASM416644v1_genomic.fna"
"GCF_004166665.1_ASM416666v1_genomic.fna"	"Staphylococcus_pseudintermedius"	144	2831507	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166665.1_ASM416666v1_genomic.fna"
"GCF_004166755.1_ASM416675v1_genomic.fna"	"Staphylococcus_pseudintermedius"	86	2807977	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166755.1_ASM416675v1_genomic.fna"
"GCF_004166535.1_ASM416653v1_genomic.fna"	"Staphylococcus_pseudintermedius"	77	2642475	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166535.1_ASM416653v1_genomic.fna"
"GCF_004166545.1_ASM416654v1_genomic.fna"	"Staphylococcus_pseudintermedius"	90	2729862	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166545.1_ASM416654v1_genomic.fna"
"GCF_004166635.1_ASM416663v1_genomic.fna"	"Staphylococcus_pseudintermedius"	87	2725690	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166635.1_ASM416663v1_genomic.fna"
"GCF_004166695.1_ASM416669v1_genomic.fna"	"Staphylococcus_pseudintermedius"	69	2528417	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166695.1_ASM416669v1_genomic.fna"
"GCF_004166735.1_ASM416673v1_genomic.fna"	"Staphylococcus_pseudintermedius"	79	2804144	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166735.1_ASM416673v1_genomic.fna"
"GCF_004166765.1_ASM416676v1_genomic.fna"	"Staphylococcus_pseudintermedius"	105	2695054	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166765.1_ASM416676v1_genomic.fna"
"GCF_004307335.1_ASM430733v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2593941	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004307335.1_ASM430733v1_genomic.fna"
"GCF_004166835.1_ASM416683v1_genomic.fna"	"Staphylococcus_pseudintermedius"	69	2800894	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166835.1_ASM416683v1_genomic.fna"
"GCF_004320065.1_ASM432006v1_genomic.fna"	"Staphylococcus_pseudintermedius"	2	2562687	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004320065.1_ASM432006v1_genomic.fna"
"GCF_004794815.1_ASM479481v1_genomic.fna"	"Staphylococcus_pseudintermedius"	36	2711878	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004794815.1_ASM479481v1_genomic.fna"
"GCF_004307355.1_ASM430735v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2615959	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004307355.1_ASM430735v1_genomic.fna"
"GCF_004166855.1_ASM416685v1_genomic.fna"	"Staphylococcus_pseudintermedius"	93	2769818	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166855.1_ASM416685v1_genomic.fna"
"GCF_004166775.1_ASM416677v1_genomic.fna"	"Staphylococcus_pseudintermedius"	83	2751234	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166775.1_ASM416677v1_genomic.fna"
"GCF_004320075.1_ASM432007v1_genomic.fna"	"Staphylococcus_pseudintermedius"	2	2527537	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004320075.1_ASM432007v1_genomic.fna"
"GCF_004794825.1_ASM479482v1_genomic.fna"	"Staphylococcus_pseudintermedius"	40	2626076	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004794825.1_ASM479482v1_genomic.fna"
"GCF_004307375.1_ASM430737v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2512363	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004307375.1_ASM430737v1_genomic.fna"
"GCF_004166785.1_ASM416678v1_genomic.fna"	"Staphylococcus_pseudintermedius"	102	2744002	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166785.1_ASM416678v1_genomic.fna"
"GCF_004166865.1_ASM416686v1_genomic.fna"	"Staphylococcus_pseudintermedius"	72	2760308	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166865.1_ASM416686v1_genomic.fna"
"GCF_004322615.1_ASM432261v1_genomic.fna"	"Staphylococcus_pseudintermedius"	2	2656552	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004322615.1_ASM432261v1_genomic.fna"
"GCF_004794855.1_ASM479485v1_genomic.fna"	"Staphylococcus_pseudintermedius"	57	2749404	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004794855.1_ASM479485v1_genomic.fna"
"GCF_004322625.1_ASM432262v1_genomic.fna"	"Staphylococcus_pseudintermedius"	3	2629770	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004322625.1_ASM432262v1_genomic.fna"
"GCF_004166875.1_ASM416687v1_genomic.fna"	"Staphylococcus_pseudintermedius"	88	2638918	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166875.1_ASM416687v1_genomic.fna"
"GCF_004307395.1_ASM430739v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2584763	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004307395.1_ASM430739v1_genomic.fna"
"GCF_004794835.1_ASM479483v1_genomic.fna"	"Staphylococcus_pseudintermedius"	43	2638285	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004794835.1_ASM479483v1_genomic.fna"
"GCF_004794845.1_ASM479484v1_genomic.fna"	"Staphylococcus_pseudintermedius"	32	2596112	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004794845.1_ASM479484v1_genomic.fna"
"GCF_006381905.1_ASM638190v1_genomic.fna"	"Staphylococcus_pseudintermedius"	35	2689853	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006381905.1_ASM638190v1_genomic.fna"
"GCF_006382275.1_ASM638227v1_genomic.fna"	"Staphylococcus_pseudintermedius"	40	2657453	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382275.1_ASM638227v1_genomic.fna"
"GCF_006382325.1_ASM638232v1_genomic.fna"	"Staphylococcus_pseudintermedius"	49	2704129	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382325.1_ASM638232v1_genomic.fna"
"GCF_006382055.1_ASM638205v1_genomic.fna"	"Staphylococcus_pseudintermedius"	46	2658947	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382055.1_ASM638205v1_genomic.fna"
"GCF_006382195.1_ASM638219v1_genomic.fna"	"Staphylococcus_pseudintermedius"	33	2743599	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382195.1_ASM638219v1_genomic.fna"
"GCF_006381995.1_ASM638199v1_genomic.fna"	"Staphylococcus_pseudintermedius"	35	2552589	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006381995.1_ASM638199v1_genomic.fna"
"GCF_006382295.1_ASM638229v1_genomic.fna"	"Staphylococcus_pseudintermedius"	48	2705123	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382295.1_ASM638229v1_genomic.fna"
"GCF_006382205.1_ASM638220v1_genomic.fna"	"Staphylococcus_pseudintermedius"	38	2536563	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382205.1_ASM638220v1_genomic.fna"
"GCF_006382125.1_ASM638212v1_genomic.fna"	"Staphylococcus_pseudintermedius"	41	2750435	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382125.1_ASM638212v1_genomic.fna"
"GCF_006382355.1_ASM638235v1_genomic.fna"	"Staphylococcus_pseudintermedius"	34	2546684	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382355.1_ASM638235v1_genomic.fna"
"GCF_006382015.1_ASM638201v1_genomic.fna"	"Staphylococcus_pseudintermedius"	40	2629993	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382015.1_ASM638201v1_genomic.fna"
"GCF_006382305.1_ASM638230v1_genomic.fna"	"Staphylococcus_pseudintermedius"	26	2623482	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382305.1_ASM638230v1_genomic.fna"
"GCF_006382235.1_ASM638223v1_genomic.fna"	"Staphylococcus_pseudintermedius"	40	2740806	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382235.1_ASM638223v1_genomic.fna"
"GCF_006382135.1_ASM638213v1_genomic.fna"	"Staphylococcus_pseudintermedius"	40	2703609	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382135.1_ASM638213v1_genomic.fna"
"GCF_006382415.1_ASM638241v1_genomic.fna"	"Staphylococcus_pseudintermedius"	44	2721156	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382415.1_ASM638241v1_genomic.fna"
"GCF_006382145.1_ASM638214v1_genomic.fna"	"Staphylococcus_pseudintermedius"	41	2709262	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382145.1_ASM638214v1_genomic.fna"
"GCF_006382315.1_ASM638231v1_genomic.fna"	"Staphylococcus_pseudintermedius"	48	2714162	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382315.1_ASM638231v1_genomic.fna"
"GCF_006382215.1_ASM638221v1_genomic.fna"	"Staphylococcus_pseudintermedius"	28	2549722	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382215.1_ASM638221v1_genomic.fna"
"GCF_006382395.1_ASM638239v1_genomic.fna"	"Staphylococcus_pseudintermedius"	34	2606333	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382395.1_ASM638239v1_genomic.fna"
"GCF_006382405.1_ASM638240v1_genomic.fna"	"Staphylococcus_pseudintermedius"	37	2566415	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382405.1_ASM638240v1_genomic.fna"
"GCF_006382445.1_ASM638244v1_genomic.fna"	"Staphylococcus_pseudintermedius"	41	2650975	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382445.1_ASM638244v1_genomic.fna"
"GCF_006382505.1_ASM638250v1_genomic.fna"	"Staphylococcus_pseudintermedius"	35	2703512	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382505.1_ASM638250v1_genomic.fna"
"GCF_006382595.1_ASM638259v1_genomic.fna"	"Staphylococcus_pseudintermedius"	47	2736587	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382595.1_ASM638259v1_genomic.fna"
"GCF_006406235.1_ASM640623v1_genomic.fna"	"Staphylococcus_pseudintermedius"	45	2742916	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006406235.1_ASM640623v1_genomic.fna"
"GCF_006382455.1_ASM638245v1_genomic.fna"	"Staphylococcus_pseudintermedius"	34	2657251	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382455.1_ASM638245v1_genomic.fna"
"GCF_006382515.1_ASM638251v1_genomic.fna"	"Staphylococcus_pseudintermedius"	44	2640776	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382515.1_ASM638251v1_genomic.fna"
"GCF_006383085.1_ASM638308v1_genomic.fna"	"Staphylococcus_pseudintermedius"	24	2619518	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006383085.1_ASM638308v1_genomic.fna"
"GCF_006406245.1_ASM640624v1_genomic.fna"	"Staphylococcus_pseudintermedius"	37	2620431	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006406245.1_ASM640624v1_genomic.fna"
"GCF_006382495.1_ASM638249v1_genomic.fna"	"Staphylococcus_pseudintermedius"	41	2538931	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382495.1_ASM638249v1_genomic.fna"
"GCF_006382555.1_ASM638255v1_genomic.fna"	"Staphylococcus_pseudintermedius"	23	2678233	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382555.1_ASM638255v1_genomic.fna"
"GCF_006383175.1_ASM638317v1_genomic.fna"	"Staphylococcus_pseudintermedius"	32	2617072	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006383175.1_ASM638317v1_genomic.fna"
"GCF_007050485.1_ASM705048v1_genomic.fna"	"Staphylococcus_pseudintermedius"	34	2655697	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_007050485.1_ASM705048v1_genomic.fna"
"GCF_006382545.1_ASM638254v1_genomic.fna"	"Staphylococcus_pseudintermedius"	44	2744634	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006382545.1_ASM638254v1_genomic.fna"
"GCF_006383115.1_ASM638311v1_genomic.fna"	"Staphylococcus_pseudintermedius"	33	2781009	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_006383115.1_ASM638311v1_genomic.fna"
"GCF_003383795.1_ASM338379v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1276	3039489	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383795.1_ASM338379v1_genomic.fna"
"GCF_002950775.1_ASM295077v1_genomic.fna"	"Staphylococcus_pseudintermedius"	2	2534738	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002950775.1_ASM295077v1_genomic.fna"
"GCF_000185885.1_ASM18588v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2617381	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_000185885.1_ASM18588v1_genomic.fna"
"GCF_004166345.1_ASM416634v1_genomic.fna"	"Staphylococcus_pseudintermedius"	83	2623253	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166345.1_ASM416634v1_genomic.fna"
"GCF_004166355.1_ASM416635v1_genomic.fna"	"Staphylococcus_pseudintermedius"	87	2803916	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_004166355.1_ASM416635v1_genomic.fna"
"GCF_000390045.1_ASM39004v1_genomic.fna"	"Staphylococcus_pseudintermedius"	77	2763497	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_000390045.1_ASM39004v1_genomic.fna"
"GCF_007050525.1_ASM705052v1_genomic.fna"	"Staphylococcus_pseudintermedius"	52	2769170	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_007050525.1_ASM705052v1_genomic.fna"
"GCF_007050535.1_ASM705053v1_genomic.fna"	"Staphylococcus_pseudintermedius"	52	2769142	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_007050535.1_ASM705053v1_genomic.fna"
"GCF_007050545.1_ASM705054v1_genomic.fna"	"Staphylococcus_pseudintermedius"	56	2768349	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_007050545.1_ASM705054v1_genomic.fna"
"GCF_007050575.1_ASM705057v1_genomic.fna"	"Staphylococcus_pseudintermedius"	29	2486643	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_007050575.1_ASM705057v1_genomic.fna"
"GCF_008121295.1_ASM812129v1_genomic.fna"	"Staphylococcus_pseudintermedius"	570	2533486	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_008121295.1_ASM812129v1_genomic.fna"
