"IS431s_start" "IS431s_len" "IS431s_end" "IS431s_dir" "IS1272s_start" "IS1272s_len" "IS1272s_end" "IS1272s_dir" "mecI_start" "mecI_len" "mecI_end" "mecI_dir" "mecR_start" "mecR_len" "mecR_end" "mecR_dir" "mecA_start" "mecA_len" "mecA_end" "mecA_dir" "IS431e_start" "IS431e_len" "IS431e_end" "IS431e_dir" "IS431_10bp" "assembly" "GCF_ID" "contig" "species" "contig_length" "assembly_strand" "mecA_to_end_length" "end_length" "mecR_to_end_length" "mecR_end_length" "mecR_len_simple" "mecI_present" "IS1272_present" "IS431s_present" "mecR_type" "ISs_status" "mec_class" "mec_class_inferred"
"8148" "-" "-" "-" "-" "49327" "1637" "50963" ">" "-" "-" "-" "-" "48099" "975" "49073" "<" "45993" "2010" "48002" ">" "42783" "675" "43457" ">" "0" "GCF_001209365.1_7907_7" "GCF_001209365.1" "NZ_CSSQ01000012.1" "Staphylococcus_aureus" 87118 "minus" 39116 5000 38045 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8149" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000640315.1_Stap_aure_UB_08-172" "GCF_000640315.1" "NZ_KK226246.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8150" "-" "-" "-" "-" "42413" "1637" "44049" ">" "-" "-" "-" "-" "41185" "975" "42159" "<" "39079" "2010" "41088" ">" "35225" "675" "35899" ">" "0" "GCF_000640295.1_Stap_aure_UB_08-116" "GCF_000640295.1" "NZ_KK226205.1" "Staphylococcus_aureus" 52535 "minus" 11447 5000 10376 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8151" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000640215.1_Stap_aure_Tur-16" "GCF_000640215.1" "NZ_KK226062.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8152" "-" "-" "-" "-" "44415" "1637" "46051" ">" "-" "-" "-" "-" "43187" "975" "44161" "<" "41081" "2010" "43090" ">" "37791" "675" "38465" ">" "0" "GCF_000746505.1_ASM7465" "GCF_000746505.1" "NZ_CP007499.1" "Staphylococcus_aureus" 2955646 "minus" 2912556 5000 2911485 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8153" "-" "-" "-" "-" "41849" "1637" "43485" ">" "-" "-" "-" "-" "40621" "975" "41595" "<" "38515" "2010" "40524" ">" "35225" "675" "35899" ">" "0" "GCF_000640135.1_Stap_aure_Sau_98" "GCF_000640135.1" "NZ_KK225903.1" "Staphylococcus_aureus" 51936 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8154" "-" "-" "-" "-" "6260" "1637" "7896" ">" "-" "-" "-" "-" "5032" "975" "6006" "<" "2926" "2010" "4935" ">" "<1" "350" "350" ">" "0" "GCF_000640115.1_Stap_aure_Sau_95" "GCF_000640115.1" "NZ_KK225880.1" "Staphylococcus_aureus" 16347 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8155" "-" "-" "-" "-" "47642" "1637" "49278" ">" "-" "-" "-" "-" "46414" "975" "47388" "<" "44308" "2010" "46317" ">" "40344" "675" "41018" ">" "0" "GCF_000640095.1_Stap_aure_Sau_93" "GCF_000640095.1" "NZ_KK225838.1" "Staphylococcus_aureus" 60776 "minus" 14459 5000 13388 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8156" "-" "-" "-" "-" "5042" "1637" "6678" ">" "-" "-" "-" "-" "3814" "975" "4788" "<" "1708" "2010" "3717" ">" "-" "-" "-" "-" "0" "GCF_000640075.1_Stap_aure_Sau_74" "GCF_000640075.1" "NZ_KK225816.1" "Staphylococcus_aureus" 18176 "minus" 14459 5000 13388 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8157" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000640015.1_Stap_aure_Sau_44" "GCF_000640015.1" "NZ_KK225704.1" "Staphylococcus_aureus" 36746 "minus" 31771 5000 30700 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8158" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000639955.1_Stap_aure_SARM_C4155" "GCF_000639955.1" "NZ_KK225613.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8159" "-" "-" "-" "-" "5081" "1637" "6717" ">" "-" "-" "-" "-" "3853" "975" "4827" "<" "1747" "2010" "3756" ">" "-" "-" "-" "-" "0" "GCF_000731435.1_MRSA_P14_CLCBio_den" "GCF_000731435.1" "NZ_CBZG010000015.1" "Staphylococcus_aureus" 19796 "minus" 16040 5000 14969 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8160" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "5187" "975" "6161" "<" "3081" "2010" "5090" ">" "<1" "385" "385" ">" "0" "GCF_000639935.1_Stap_aure_S69_POEL" "GCF_000639935.1" "NZ_KK225570.1" "Staphylococcus_aureus" 6501 "minus" 1411 1411 340 340 "type4" 0 0 0 "type4" "Absent" "C1/D" "NT"
"8161" "-" "-" "-" "-" "49171" "1637" "50807" ">" "-" "-" "-" "-" "47943" "975" "48917" "<" "45837" "2010" "47846" ">" "42507" "675" "43181" ">" "0" "GCF_001208245.1_9061_8" "GCF_001208245.1" "NZ_CSOG01000009.1" "Staphylococcus_aureus" 86955 "minus" 39109 5000 38038 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8162" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "5303" "975" "6277" "<" "3197" "2010" "5206" ">" "<1" "581" "581" ">" "0" "GCF_000639895.1_Stap_aure_S56_POEL" "GCF_000639895.1" "NZ_KK225454.1" "Staphylococcus_aureus" 6617 "minus" 1411 1411 340 340 "type4" 0 0 0 "type4" "Absent" "C1/D" "NT"
"8163" "4018" "675" "4692" "<" "-" "-" "-" "-" "-" "-" "-" "-" "3870" "92" "3961" "<" "1764" "2010" "3773" ">" "-" "-" "-" "-" "1" "GCF_000639855.1_Stap_aure_Rd_614" "GCF_000639855.1" "NZ_KK225353.1" "Staphylococcus_aureus" 24303 "minus" 20530 5000 20342 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"8164" "-" "-" "-" "-" "36160" "1637" "37796" ">" "-" "-" "-" "-" "38050" "975" "39024" "<" "39121" "2010" "41130" ">" "43746" "675" "44420" ">" "0" "GCF_001207435.1_7907_7" "GCF_001207435.1" "NZ_CSRN01000014.1" "Staphylococcus_aureus" 64953 "plus" 39121 5000 38050 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8165" "49778" "675" "50452" "<" "-" "-" "-" "-" "-" "-" "-" "-" "49630" "92" "49721" "<" "47524" "2010" "49533" ">" "44234" "675" "44908" ">" "1" "GCF_000639815.1_Stap_aure_Rd_545" "GCF_000639815.1" "NZ_KK225270.1" "Staphylococcus_aureus" 70063 "minus" 20530 5000 20342 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"8166" "-" "-" "-" "-" "5080" "1637" "6716" ">" "-" "-" "-" "-" "3852" "975" "4826" "<" "1746" "2010" "3755" ">" "-" "-" "-" "-" "0" "GCF_000731215.1_MRSA_P11_CLCBio_den" "GCF_000731215.1" "NZ_CBZE010000075.1" "Staphylococcus_aureus" 19747 "minus" 15992 5000 14921 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8167" "-" "-" "-" "-" "42364" "1637" "44000" ">" "-" "-" "-" "-" "41137" "975" "42111" "<" "39031" "2010" "41040" ">" "35781" "675" "36455" ">" "0" "GCF_000602865.1_Stap_aure_H50411" "GCF_000602865.1" "NZ_JGHN01000010.1" "Staphylococcus_aureus" 76364 "minus" 35324 5000 34253 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8168" "-" "-" "-" "-" "36158" "1637" "37794" ">" "-" "-" "-" "-" "38048" "975" "39022" "<" "39119" "2010" "41128" ">" "43664" "675" "44338" ">" "0" "GCF_001206695.1_8987_2" "GCF_001206695.1" "NZ_CSQH01000011.1" "Staphylococcus_aureus" 86844 "plus" 39119 5000 38048 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8169" "-" "-" "-" "-" "41889" "1637" "43525" ">" "-" "-" "-" "-" "40661" "975" "41635" "<" "38555" "2010" "40564" ">" "35225" "675" "35899" ">" "0" "GCF_000639415.1_Stap_aure_M457-1" "GCF_000639415.1" "NZ_KK224444.1" "Staphylococcus_aureus" 51976 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8170" "-" "-" "-" "-" "<2" "693" "694" ">" "-" "-" "-" "-" "929" "975" "1903" "<" "2000" "2010" "4009" ">" "-" "-" "-" "-" "0" "GCF_001205435.1_8987_2" "GCF_001205435.1" "NZ_CSQJ01000074.1" "Staphylococcus_aureus" 5653 "plus" 2000 2000 929 929 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8171" "-" "-" "-" "-" "42334" "1637" "43970" ">" "-" "-" "-" "-" "41106" "975" "42080" "<" "39000" "2010" "41009" ">" "35225" "675" "35899" ">" "0" "GCF_000639395.1_Stap_aure_M357" "GCF_000639395.1" "NZ_KK224414.1" "Staphylococcus_aureus" 52421 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8172" "-" "-" "-" "-" "6086" "1637" "7722" ">" "-" "-" "-" "-" "4858" "975" "5832" "<" "2752" "2010" "4761" ">" "<1" "136" "136" ">" "0" "GCF_000639375.1_Stap_aure_M267-1" "GCF_000639375.1" "NZ_KK224398.1" "Staphylococcus_aureus" 16173 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8173" "-" "-" "-" "-" "6506" "1637" "8142" ">" "-" "-" "-" "-" "5278" "975" "6252" "<" "3172" "2010" "5181" ">" "<1" "350" "350" ">" "0" "GCF_000639355.1_Stap_aure_M118-B" "GCF_000639355.1" "NZ_KK224368.1" "Staphylococcus_aureus" 16628 "minus" 11447 5000 10376 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8174" "-" "-" "-" "-" "21377" "1637" "23013" ">" "-" "-" "-" "-" "23267" "975" "24241" "<" "24338" "2010" "26347" ">" "28963" "675" "29637" ">" "0" "GCF_001290525.1_12673_5" "GCF_001290525.1" "NZ_CYNP01000021.1" "Staphylococcus_aureus" 34379 "plus" 24338 5000 23267 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8175" "-" "-" "-" "-" "5666" "1637" "7302" ">" "-" "-" "-" "-" "7556" "975" "8530" "<" "8627" "2010" "10636" ">" "<13661" "495" "14155" ">" "0" "GCF_000708445.1_Staphylococcus_aureus_SA12-LAU" "GCF_000708445.1" "NZ_JHED01000004.1" "Staphylococcus_aureus" 629212 "plus" 8627 5000 7556 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8176" "-" "-" "-" "-" "49580" "1637" "51216" ">" "-" "-" "-" "-" "48352" "975" "49326" "<" "46246" "2010" "48255" ">" "42956" "675" "43630" ">" "0" "GCF_001205035.1_7893" "GCF_001205035.1" "NZ_CSRC01000013.1" "Staphylococcus_aureus" 87365 "minus" 39110 5000 38039 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8177" "-" "-" "-" "-" "5668" "1637" "7304" ">" "-" "-" "-" "-" "7558" "975" "8532" "<" "8629" "2010" "10638" ">" "<13663" "495" "14157" ">" "0" "GCF_000708385.1_Staphylococcus_aureus_SA9-LAU" "GCF_000708385.1" "NZ_JHEA01000004.1" "Staphylococcus_aureus" 297636 "plus" 8629 5000 7558 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8178" "-" "-" "-" "-" "289776" "1637" "291412" ">" "-" "-" "-" "-" "288548" "975" "289522" "<" "286442" "2010" "288451" ">" "283167" "675" "283841" ">" "0" "GCF_000705475.1_Staphylococcus_aureus_SA7-LAU" "GCF_000705475.1" "NZ_JHDY01000004.1" "Staphylococcus_aureus" 297077 "minus" 8626 5000 7555 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8179" "-" "-" "-" "-" "6343" "1637" "7979" ">" "-" "-" "-" "-" "5115" "975" "6089" "<" "3009" "2010" "5018" ">" "<1" "408" "408" ">" "0" "GCF_000705435.1_Staphylococcus_aureus_SA6-LAU" "GCF_000705435.1" "NZ_JHDX01000019.1" "Staphylococcus_aureus" 13646 "minus" 8628 5000 7557 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8180" "-" "-" "-" "-" "290322" "1637" "291958" ">" "-" "-" "-" "-" "289094" "975" "290068" "<" "286988" "2010" "288997" ">" "283713" "675" "284387" ">" "0" "GCF_000705415.1_Staphylococcus_aureus_SA5-LAU" "GCF_000705415.1" "NZ_JHDW01000005.1" "Staphylococcus_aureus" 297624 "minus" 8627 5000 7556 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8181" "-" "-" "-" "-" "5063" "1637" "6699" ">" "-" "-" "-" "-" "3835" "975" "4809" "<" "1729" "2010" "3738" ">" "-" "-" "-" "-" "0" "GCF_000639015.1_Stap_aure_FP_N239" "GCF_000639015.1" "NZ_KK223732.1" "Staphylococcus_aureus" 15150 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8182" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000639055.1_Stap_aure_FP_N5208_OX" "GCF_000639055.1" "NZ_KK223796.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8183" "-" "-" "-" "-" "6667" "1637" "8303" ">" "-" "-" "-" "-" "5439" "975" "6413" "<" "3333" "2010" "5342" ">" "43" "675" "717" ">" "0" "GCF_001290105.1_11641" "GCF_001290105.1" "NZ_CYKC01000032.1" "Staphylococcus_aureus" 29674 "minus" 24332 5000 23261 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8184" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000638835.1_Stap_aure_C4155" "GCF_000638835.1" "NZ_KK223413.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8185" "-" "-" "-" "-" "115208" "1637" "116844" ">" "-" "-" "-" "-" "117098" "975" "118072" "<" "118169" "2010" "120178" ">" "122754" "675" "123428" ">" "0" "GCF_001290025.1_12673_4" "GCF_001290025.1" "NZ_CYNJ01000002.1" "Staphylococcus_aureus" 404319 "plus" 118169 5000 117098 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8186" "-" "-" "-" "-" "45212" "1637" "46848" ">" "-" "-" "-" "-" "43984" "975" "44958" "<" "41878" "2010" "43887" ">" "38588" "675" "39262" ">" "0" "GCF_000638775.1_Stap_aure_C3865" "GCF_000638775.1" "NZ_KK223314.1" "Staphylococcus_aureus" 55299 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8187" "-" "-" "-" "-" "45382" "1637" "47018" ">" "-" "-" "-" "-" "44154" "975" "45128" "<" "42048" "2010" "44057" ">" "38588" "675" "39262" ">" "0" "GCF_000638755.1_Stap_aure_C3672" "GCF_000638755.1" "NZ_KK223271.1" "Staphylococcus_aureus" 55469 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8188" "-" "-" "-" "-" "49044" "1637" "50680" ">" "-" "-" "-" "-" "47816" "975" "48790" "<" "45710" "2010" "47719" ">" "42500" "675" "43174" ">" "0" "GCF_001201795.1_8987_2" "GCF_001201795.1" "NZ_CSRY01000009.1" "Staphylococcus_aureus" 86837 "minus" 39118 5000 38047 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8189" "-" "-" "-" "-" "6380" "1637" "8016" ">" "-" "-" "-" "-" "5152" "975" "6126" "<" "3046" "2010" "5055" ">" "<1" "350" "350" ">" "0" "GCF_000684855.1_Stap_aure_09S01694" "GCF_000684855.1" "NZ_JJEK01000030.1" "Staphylococcus_aureus" 16467 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8190" "-" "-" "-" "-" "5709" "1637" "7345" ">" "-" "-" "-" "-" "4481" "975" "5455" "<" "2375" "2010" "4384" ">" "-" "-" "-" "-" "0" "GCF_000684815.1_Stap_aure_10S00488" "GCF_000684815.1" "NZ_JJEI01000022.1" "Staphylococcus_aureus" 15831 "minus" 11447 5000 10376 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8191" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000684795.1_Stap_aure_1111001578" "GCF_000684795.1" "NZ_JJDU01000025.1" "Staphylococcus_aureus" 16326 "minus" 11351 5000 10280 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8192" "-" "-" "-" "-" "5256" "1637" "6892" ">" "-" "-" "-" "-" "4028" "975" "5002" "<" "1922" "2010" "3931" ">" "-" "-" "-" "-" "0" "GCF_000638555.1_Stap_aure_C1842" "GCF_000638555.1" "NZ_KK222881.1" "Staphylococcus_aureus" 15343 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8193" "-" "-" "-" "-" "5256" "1637" "6892" ">" "-" "-" "-" "-" "4028" "975" "5002" "<" "1922" "2010" "3931" ">" "-" "-" "-" "-" "0" "GCF_000638535.1_Stap_aure_C1673" "GCF_000638535.1" "NZ_KK222841.1" "Staphylococcus_aureus" 15343 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8194" "-" "-" "-" "-" "291113" "1637" "292749" ">" "-" "-" "-" "-" "289885" "975" "290859" "<" "287779" "2010" "289788" ">" "284529" "675" "285203" ">" "0" "GCF_001201255.1_7738_3" "GCF_001201255.1" "NZ_CSBL01000002.1" "Staphylococcus_aureus" 473621 "minus" 183833 5000 182762 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8195" "-" "-" "-" "-" "6531" "1637" "8167" ">" "-" "-" "-" "-" "5303" "975" "6277" "<" "3197" "2010" "5206" ">" "<1" "581" "581" ">" "0" "GCF_000684735.1_Stap_aure_1484-9" "GCF_000684735.1" "NZ_JJCS01000026.1" "Staphylococcus_aureus" 19666 "minus" 14460 5000 13389 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8196" "-" "-" "-" "-" "5963" "693" ">6656" ">" "-" "-" "-" "-" "4754" "975" "5728" "<" "2648" "2010" "4657" ">" "-" "-" "-" "-" "0" "GCF_001201035.1_8987_2" "GCF_001201035.1" "NZ_CSOZ01000051.1" "Staphylococcus_aureus" 6656 "minus" 1999 1999 928 928 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8197" "-" "-" "-" "-" "5098" "1637" "6734" ">" "-" "-" "-" "-" "3870" "975" "4844" "<" "1764" "2010" "3773" ">" "-" "-" "-" "-" "0" "GCF_000684595.1_Stap_aure_81629" "GCF_000684595.1" "NZ_JJAH01000029.1" "Staphylococcus_aureus" 15185 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8198" "-" "-" "-" "-" "6212" "1637" "7848" ">" "-" "-" "-" "-" "4984" "975" "5958" "<" "2878" "2010" "4887" ">" "<1" "262" "262" ">" "0" "GCF_001289665.1_12673_5" "GCF_001289665.1" "NZ_CYNX01000029.1" "Staphylococcus_aureus" 30104 "minus" 25217 5000 24146 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8199" "-" "-" "-" "-" "5155" "1637" "6791" ">" "-" "-" "-" "-" "3927" "975" "4901" "<" "1821" "2010" "3830" ">" "-" "-" "-" "-" "0" "GCF_000684615.1_Stap_aure_63-D10" "GCF_000684615.1" "NZ_JJAN01000032.1" "Staphylococcus_aureus" 15242 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8200" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000684635.1_Stap_aure_53180-1" "GCF_000684635.1" "NZ_JJAW01000025.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8201" "-" "-" "-" "-" "6022" "1637" "7658" ">" "-" "-" "-" "-" "4794" "975" "5768" "<" "2688" "2010" "4697" ">" "-" "-" "-" "-" "0" "GCF_001289605.1_12673_3" "GCF_001289605.1" "NZ_CYMS01000030.1" "Staphylococcus_aureus" 29033 "minus" 24336 5000 23265 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8202" "-" "-" "-" "-" "7032" "1637" "8668" ">" "-" "-" "-" "-" "5804" "975" "6778" "<" "3698" "2010" "5707" ">" "<1" "385" "385" ">" "0" "GCF_000638315.1_Stap_aure_87807-12" "GCF_000638315.1" "NZ_KK222437.1" "Staphylococcus_aureus" 20165 "minus" 14458 5000 13387 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8203" "-" "-" "-" "-" "6531" "1637" "8167" ">" "-" "-" "-" "-" "5303" "975" "6277" "<" "3197" "2010" "5206" ">" "<1" "581" "581" ">" "0" "GCF_000638375.1_Stap_aure_88088-1" "GCF_000638375.1" "NZ_KK222542.1" "Staphylococcus_aureus" 19665 "minus" 14459 5000 13388 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8204" "-" "-" "-" "-" "7326" "1637" "8962" ">" "-" "-" "-" "-" "6098" "975" "7072" "<" "3992" "2010" "6001" ">" "<1" "579" "579" ">" "0" "GCF_000638355.1_Stap_aure_87807-9" "GCF_000638355.1" "NZ_KK222514.1" "Staphylococcus_aureus" 17413 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8205" "-" "-" "-" "-" "6377" "1637" "8013" ">" "-" "-" "-" "-" "5149" "975" "6123" "<" "3043" "2010" "5052" ">" "<1" "427" "427" ">" "0" "GCF_000638215.1_Stap_aure_81070" "GCF_000638215.1" "NZ_KK222253.1" "Staphylococcus_aureus" 16368 "minus" 11316 5000 10245 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8206" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000638135.1_Stap_aure_6665-5" "GCF_000638135.1" "NZ_KK222064.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8207" "-" "-" "-" "-" "46968" "1637" "48604" ">" "-" "-" "-" "-" "45740" "975" "46714" "<" "43634" "2010" "45643" ">" "40344" "675" "41018" ">" "0" "GCF_000638055.1_Stap_aure_56824-21" "GCF_000638055.1" "NZ_KK221885.1" "Staphylococcus_aureus" 60102 "minus" 14459 5000 13388 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8208" "-" "-" "-" "-" "6531" "1637" "8167" ">" "-" "-" "-" "-" "5303" "975" "6277" "<" "3197" "2010" "5206" ">" "<1" "581" "581" ">" "0" "GCF_000638035.1_Stap_aure_56824-2" "GCF_000638035.1" "NZ_KK221857.1" "Staphylococcus_aureus" 19665 "minus" 14459 5000 13388 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8209" "-" "-" "-" "-" "42454" "1637" "44090" ">" "-" "-" "-" "-" "41226" "975" "42200" "<" "39120" "2010" "41129" ">" "35870" "675" "36544" ">" "0" "GCF_000597285.1_Stap_aure_H72115" "GCF_000597285.1" "NZ_JEVJ01000003.1" "Staphylococcus_aureus" 318910 "minus" 277781 5000 276710 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8210" "-" "-" "-" "-" "7160" "1637" "8796" ">" "-" "-" "-" "-" "5932" "975" "6906" "<" "3826" "2010" "5835" ">" "456" "675" "1130" ">" "0" "GCF_000638015.1_Stap_aure_56824-15" "GCF_000638015.1" "NZ_KK221823.1" "Staphylococcus_aureus" 20293 "minus" 14458 5000 13387 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8211" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000637975.1_Stap_aure_5670-1" "GCF_000637975.1" "NZ_KK221732.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8212" "-" "-" "-" "-" "36167" "1637" "37803" ">" "-" "-" "-" "-" "38057" "975" "39031" "<" "39128" "2010" "41137" ">" "43753" "675" "44427" ">" "0" "GCF_001197715.1_7907_7" "GCF_001197715.1" "NZ_CSSP01000004.1" "Staphylococcus_aureus" 211660 "plus" 39128 5000 38057 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8213" "-" "-" "-" "-" "6396" "1637" "8032" ">" "-" "-" "-" "-" "5168" "975" "6142" "<" "3062" "2010" "5071" ">" "<1" "446" "446" ">" "0" "GCF_000637735.1_Stap_aure_27999-3" "GCF_000637735.1" "NZ_KK221273.1" "Staphylococcus_aureus" 19530 "minus" 14459 5000 13388 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8214" "-" "-" "-" "-" "36161" "1637" "37797" ">" "-" "-" "-" "-" "38051" "975" "39025" "<" "39122" "2010" "41131" ">" "43747" "675" "44421" ">" "0" "GCF_001196795.1_7907_7" "GCF_001196795.1" "NZ_CSQR01000009.1" "Staphylococcus_aureus" 121566 "plus" 39122 5000 38051 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8215" "-" "-" "-" "-" "6300" "1637" "7936" ">" "-" "-" "-" "-" "5072" "975" "6046" "<" "2966" "2010" "4975" ">" "<1" "350" "350" ">" "0" "GCF_000637655.1_Stap_aure_23237" "GCF_000637655.1" "NZ_KK221139.1" "Staphylococcus_aureus" 16387 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8216" "-" "-" "-" "-" "173866" "1637" "175502" ">" "-" "-" "-" "-" "172638" "975" "173612" "<" "170532" "2010" "172541" ">" "167242" "675" "167916" ">" "0" "GCF_001196655.1_7907_7" "GCF_001196655.1" "NZ_CSPO01000005.1" "Staphylococcus_aureus" 211676 "minus" 39135 5000 38064 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
